id,title,description,category,tags,brand,price,image_url
255,Orbit Smart Denim Jacket,Upgrade your routine with the Smart Denim Jacket — Orbit's answer to performance and style.,Fashion,"eco-friendly,gift-idea,bestseller,top-rated",Orbit,30.22,https://picsum.photos/seed/product255/400/400
256,Lumen High-Performance Sneakers,"A best-selling fashion item, this Lumen Sneakers blends high-performance design with practical features.",Fashion,"premium-quality,top-rated,gift-idea",Lumen,230.28,https://picsum.photos/seed/product256/400/400
257,Vertex Compact Cotton T-Shirt,"The Compact Cotton T-Shirt from Vertex is designed for everyday use, combining reliable performance with a sleek build.",Fashion,"top-rated,bestseller",Vertex,224.18,https://picsum.photos/seed/product257/400/400
258,Halo Premium Smartwatch,Upgrade your routine with the Premium Smartwatch — Halo's answer to performance and style.,Electronics,"bestseller,gift-idea,fast-shipping,premium-quality",Halo,400.67,https://picsum.photos/seed/product258/400/400
259,Ember Premium Cycling Helmet,"Experience premium comfort with the Ember Cycling Helmet, engineered for durability and modern living.",Sports & Outdoors,"trending,gift-idea,limited-edition,fast-shipping",Ember,542.14,https://picsum.photos/seed/product259/400/400
260,Apex Professional Shampoo,"Experience professional comfort with the Apex Shampoo, engineered for durability and modern living.",Beauty & Personal Care,"premium-quality,gift-idea,top-rated,eco-friendly",Apex,254.88,https://picsum.photos/seed/product260/400/400
261,Sable High-Performance Fitness Tracker,"Experience high-performance comfort with the Sable Fitness Tracker, engineered for durability and modern living.",Sports & Outdoors,"top-rated,premium-quality,budget-friendly,bestseller",Sable,875.33,https://picsum.photos/seed/product261/400/400
262,Ember Smart Perfume,"This Ember Perfume offers smart functionality, perfect for beauty & personal care enthusiasts looking for quality.",Beauty & Personal Care,"top-rated,fast-shipping,eco-friendly,budget-friendly",Ember,345.04,https://picsum.photos/seed/product262/400/400
263,Apex Compact Football,"This Apex Football offers compact functionality, perfect for sports & outdoors enthusiasts looking for quality.",Sports & Outdoors,"eco-friendly,budget-friendly,bestseller,trending",Apex,377.27,https://picsum.photos/seed/product263/400/400
264,Crest Wireless Poetry Collection,Upgrade your routine with the Wireless Poetry Collection — Crest's answer to performance and style.,Books,"trending,gift-idea",Crest,303.92,https://picsum.photos/seed/product264/400/400
265,Quartz Ergonomic Power Bank,"The Ergonomic Power Bank from Quartz is designed for everyday use, combining reliable performance with a sleek build.",Electronics,"gift-idea,bestseller,trending,fast-shipping",Quartz,609.56,https://picsum.photos/seed/product265/400/400
266,Quartz Portable Yoga Mat,"Experience portable comfort with the Quartz Yoga Mat, engineered for durability and modern living.",Sports & Outdoors,"premium-quality,gift-idea,budget-friendly,new-arrival",Quartz,783.82,https://picsum.photos/seed/product266/400/400
267,Sable Premium Sunglasses,"Experience premium comfort with the Sable Sunglasses, engineered for durability and modern living.",Fashion,"new-arrival,budget-friendly",Sable,823.84,https://picsum.photos/seed/product267/400/400
268,Drift Compact Nail Care Kit,Upgrade your routine with the Compact Nail Care Kit — Drift's answer to performance and style.,Beauty & Personal Care,"premium-quality,limited-edition",Drift,700.2,https://picsum.photos/seed/product268/400/400
269,Crest Rechargeable Business Strategy Book,"This Crest Business Strategy Book offers rechargeable functionality, perfect for books enthusiasts looking for quality.",Books,"trending,limited-edition,budget-friendly",Crest,424.73,https://picsum.photos/seed/product269/400/400
270,Ember Ergonomic Lip Balm Set,"Experience ergonomic comfort with the Ember Lip Balm Set, engineered for durability and modern living.",Beauty & Personal Care,"limited-edition,top-rated,bestseller",Ember,510.64,https://picsum.photos/seed/product270/400/400
271,Nova Professional Blender,"A best-selling home & kitchen item, this Nova Blender blends professional design with practical features.",Home & Kitchen,"fast-shipping,top-rated,trending,new-arrival",Nova,184.6,https://picsum.photos/seed/product271/400/400
272,Halo Compact Cutlery Set,Upgrade your routine with the Compact Cutlery Set — Halo's answer to performance and style.,Home & Kitchen,"limited-edition,trending,budget-friendly,fast-shipping",Halo,581.1,https://picsum.photos/seed/product272/400/400
273,Orbit High-Performance Business Strategy Book,"This Orbit Business Strategy Book offers high-performance functionality, perfect for books enthusiasts looking for quality.",Books,"eco-friendly,premium-quality",Orbit,444.59,https://picsum.photos/seed/product273/400/400
274,Crest Premium Yoga Mat,"The Premium Yoga Mat from Crest is designed for everyday use, combining reliable performance with a sleek build.",Sports & Outdoors,"bestseller,fast-shipping,top-rated,new-arrival",Crest,759.85,https://picsum.photos/seed/product274/400/400
275,Drift Wireless Coffee Maker,"The Wireless Coffee Maker from Drift is designed for everyday use, combining reliable performance with a sleek build.",Home & Kitchen,"premium-quality,budget-friendly",Drift,342.14,https://picsum.photos/seed/product275/400/400
276,Sable Durable Fitness Tracker,Upgrade your routine with the Durable Fitness Tracker — Sable's answer to performance and style.,Sports & Outdoors,"bestseller,premium-quality",Sable,500.95,https://picsum.photos/seed/product276/400/400
277,Crest High-Performance Headphones,"This Crest Headphones offers high-performance functionality, perfect for electronics enthusiasts looking for quality.",Electronics,"trending,bestseller,top-rated,budget-friendly",Crest,846.33,https://picsum.photos/seed/product277/400/400
278,Sable Portable Coffee Maker,"A best-selling home & kitchen item, this Sable Coffee Maker blends portable design with practical features.",Home & Kitchen,"gift-idea,fast-shipping",Sable,561.59,https://picsum.photos/seed/product278/400/400
279,Vertex Lightweight Backpack,"The Lightweight Backpack from Vertex is designed for everyday use, combining reliable performance with a sleek build.",Fashion,"top-rated,budget-friendly,gift-idea",Vertex,891.3,https://picsum.photos/seed/product279/400/400
280,Lumen Portable Vacuum Cleaner,"The Portable Vacuum Cleaner from Lumen is designed for everyday use, combining reliable performance with a sleek build.",Home & Kitchen,"top-rated,fast-shipping",Lumen,345.67,https://picsum.photos/seed/product280/400/400
281,Lumen Premium Science Fiction Novel,"Experience premium comfort with the Lumen Science Fiction Novel, engineered for durability and modern living.",Books,"budget-friendly,top-rated",Lumen,583.96,https://picsum.photos/seed/product281/400/400
282,Quartz Portable Hoodie,"A best-selling fashion item, this Quartz Hoodie blends portable design with practical features.",Fashion,"gift-idea,fast-shipping",Quartz,812.12,https://picsum.photos/seed/product282/400/400
283,Fusion Professional Nail Care Kit,"The Professional Nail Care Kit from Fusion is designed for everyday use, combining reliable performance with a sleek build.",Beauty & Personal Care,"trending,premium-quality",Fusion,511.51,https://picsum.photos/seed/product283/400/400
284,Sable Ergonomic Bluetooth Speaker,"The Ergonomic Bluetooth Speaker from Sable is designed for everyday use, combining reliable performance with a sleek build.",Electronics,"fast-shipping,eco-friendly",Sable,679.5,https://picsum.photos/seed/product284/400/400
285,Sable Portable Perfume,"This Sable Perfume offers portable functionality, perfect for beauty & personal care enthusiasts looking for quality.",Beauty & Personal Care,"fast-shipping,gift-idea",Sable,514.35,https://picsum.photos/seed/product285/400/400
286,Pulse Lightweight Poetry Collection,"Experience lightweight comfort with the Pulse Poetry Collection, engineered for durability and modern living.",Books,"new-arrival,premium-quality,limited-edition,bestseller",Pulse,96.93,https://picsum.photos/seed/product286/400/400
287,Pulse Eco-Friendly Coffee Maker,"A best-selling home & kitchen item, this Pulse Coffee Maker blends eco-friendly design with practical features.",Home & Kitchen,"top-rated,limited-edition,bestseller,premium-quality",Pulse,253.25,https://picsum.photos/seed/product287/400/400
288,Apex Ergonomic Business Strategy Book,"A best-selling books item, this Apex Business Strategy Book blends ergonomic design with practical features.",Books,"top-rated,eco-friendly,fast-shipping",Apex,86.26,https://picsum.photos/seed/product288/400/400
289,Ember Compact Water Bottle,"The Compact Water Bottle from Ember is designed for everyday use, combining reliable performance with a sleek build.",Sports & Outdoors,"trending,eco-friendly",Ember,348.19,https://picsum.photos/seed/product289/400/400
290,Drift Lightweight Hair Dryer,"This Drift Hair Dryer offers lightweight functionality, perfect for beauty & personal care enthusiasts looking for quality.",Beauty & Personal Care,"new-arrival,fast-shipping,bestseller",Drift,849.22,https://picsum.photos/seed/product290/400/400
291,Ember Professional Cookbook,"The Professional Cookbook from Ember is designed for everyday use, combining reliable performance with a sleek build.",Books,"new-arrival,eco-friendly",Ember,393.56,https://picsum.photos/seed/product291/400/400
292,Crest Lightweight Badminton Racket,"The Lightweight Badminton Racket from Crest is designed for everyday use, combining reliable performance with a sleek build.",Sports & Outdoors,"new-arrival,limited-edition",Crest,503.25,https://picsum.photos/seed/product292/400/400
293,Ember Ergonomic Fitness Tracker,Upgrade your routine with the Ergonomic Fitness Tracker — Ember's answer to performance and style.,Sports & Outdoors,"trending,top-rated",Ember,355.13,https://picsum.photos/seed/product293/400/400
294,Sable Compact USB-C Hub,"A best-selling electronics item, this Sable USB-C Hub blends compact design with practical features.",Electronics,"eco-friendly,top-rated,fast-shipping,new-arrival",Sable,249.33,https://picsum.photos/seed/product294/400/400
295,Orbit Portable Sneakers,"Experience portable comfort with the Orbit Sneakers, engineered for durability and modern living.",Fashion,"trending,top-rated,fast-shipping",Orbit,440.96,https://picsum.photos/seed/product295/400/400
296,Vertex Compact Gaming Mouse,Upgrade your routine with the Compact Gaming Mouse — Vertex's answer to performance and style.,Electronics,"fast-shipping,gift-idea,budget-friendly,bestseller",Vertex,130.58,https://picsum.photos/seed/product296/400/400
297,Pulse Eco-Friendly Mechanical Keyboard,Upgrade your routine with the Eco-Friendly Mechanical Keyboard — Pulse's answer to performance and style.,Electronics,"budget-friendly,limited-edition,top-rated",Pulse,735.76,https://picsum.photos/seed/product297/400/400
298,Orbit Professional Nail Care Kit,"This Orbit Nail Care Kit offers professional functionality, perfect for beauty & personal care enthusiasts looking for quality.",Beauty & Personal Care,"gift-idea,budget-friendly,limited-edition,new-arrival",Orbit,868.46,https://picsum.photos/seed/product298/400/400
299,Drift High-Performance Sunglasses,Upgrade your routine with the High-Performance Sunglasses — Drift's answer to performance and style.,Fashion,"gift-idea,limited-edition,top-rated,eco-friendly",Drift,736.67,https://picsum.photos/seed/product299/400/400
300,Zenith Eco-Friendly Cookbook,"Experience eco-friendly comfort with the Zenith Cookbook, engineered for durability and modern living.",Books,"premium-quality,eco-friendly,bestseller,limited-edition",Zenith,420.83,https://picsum.photos/seed/product300/400/400
301,Fusion Professional Sunscreen SPF 50,"The Professional Sunscreen SPF 50 from Fusion is designed for everyday use, combining reliable performance with a sleek build.",Beauty & Personal Care,"budget-friendly,eco-friendly,trending",Fusion,225.39,https://picsum.photos/seed/product301/400/400
302,Drift Lightweight Hair Dryer,Upgrade your routine with the Lightweight Hair Dryer — Drift's answer to performance and style.,Beauty & Personal Care,"budget-friendly,fast-shipping",Drift,528.19,https://picsum.photos/seed/product302/400/400
303,Sable High-Performance Badminton Racket,Upgrade your routine with the High-Performance Badminton Racket — Sable's answer to performance and style.,Sports & Outdoors,"bestseller,limited-edition,new-arrival,fast-shipping",Sable,694.36,https://picsum.photos/seed/product303/400/400
304,Orbit Rechargeable Shampoo,"A best-selling beauty & personal care item, this Orbit Shampoo blends rechargeable design with practical features.",Beauty & Personal Care,"fast-shipping,top-rated",Orbit,870.45,https://picsum.photos/seed/product304/400/400
305,Zenith Premium Formal Shirt,"The Premium Formal Shirt from Zenith is designed for everyday use, combining reliable performance with a sleek build.",Fashion,"gift-idea,premium-quality,fast-shipping",Zenith,406.73,https://picsum.photos/seed/product305/400/400
306,Ember Rechargeable Business Strategy Book,"A best-selling books item, this Ember Business Strategy Book blends rechargeable design with practical features.",Books,"premium-quality,eco-friendly,limited-edition,bestseller",Ember,439.66,https://picsum.photos/seed/product306/400/400
307,Sable Portable Formal Shirt,"The Portable Formal Shirt from Sable is designed for everyday use, combining reliable performance with a sleek build.",Fashion,"eco-friendly,limited-edition,trending,fast-shipping",Sable,415.24,https://picsum.photos/seed/product307/400/400
308,Fusion Ergonomic Cutting Board,Upgrade your routine with the Ergonomic Cutting Board — Fusion's answer to performance and style.,Home & Kitchen,"budget-friendly,fast-shipping",Fusion,293.82,https://picsum.photos/seed/product308/400/400
309,Ember High-Performance Running Shoes,"The High-Performance Running Shoes from Ember is designed for everyday use, combining reliable performance with a sleek build.",Fashion,"limited-edition,new-arrival",Ember,612.64,https://picsum.photos/seed/product309/400/400
310,Crest Wireless Non-Stick Pan Set,"A best-selling home & kitchen item, this Crest Non-Stick Pan Set blends wireless design with practical features.",Home & Kitchen,"limited-edition,premium-quality",Crest,389.46,https://picsum.photos/seed/product310/400/400
311,Ember Lightweight Mystery Thriller,"Experience lightweight comfort with the Ember Mystery Thriller, engineered for durability and modern living.",Books,"top-rated,fast-shipping",Ember,35.97,https://picsum.photos/seed/product311/400/400
312,Fusion Eco-Friendly Cycling Helmet,Upgrade your routine with the Eco-Friendly Cycling Helmet — Fusion's answer to performance and style.,Sports & Outdoors,"bestseller,gift-idea,premium-quality",Fusion,257.72,https://picsum.photos/seed/product312/400/400
313,Halo Portable Electric Toothbrush,"A best-selling beauty & personal care item, this Halo Electric Toothbrush blends portable design with practical features.",Beauty & Personal Care,"limited-edition,fast-shipping",Halo,185.39,https://picsum.photos/seed/product313/400/400
314,Lumen Durable Webcam,"A best-selling electronics item, this Lumen Webcam blends durable design with practical features.",Electronics,"limited-edition,top-rated,premium-quality,trending",Lumen,111.66,https://picsum.photos/seed/product314/400/400
315,Halo Wireless Sneakers,"This Halo Sneakers offers wireless functionality, perfect for fashion enthusiasts looking for quality.",Fashion,"fast-shipping,new-arrival,eco-friendly,budget-friendly",Halo,114.89,https://picsum.photos/seed/product315/400/400
316,Orbit Ergonomic Denim Jacket,"Experience ergonomic comfort with the Orbit Denim Jacket, engineered for durability and modern living.",Fashion,"top-rated,fast-shipping,eco-friendly,trending",Orbit,351.49,https://picsum.photos/seed/product316/400/400
317,Lumen Smart Storage Containers,"Experience smart comfort with the Lumen Storage Containers, engineered for durability and modern living.",Home & Kitchen,"eco-friendly,budget-friendly,trending,new-arrival",Lumen,176.51,https://picsum.photos/seed/product317/400/400
318,Nova Ergonomic Fantasy Novel,"The Ergonomic Fantasy Novel from Nova is designed for everyday use, combining reliable performance with a sleek build.",Books,"eco-friendly,gift-idea,top-rated",Nova,867.8,https://picsum.photos/seed/product318/400/400
319,Aurora Rechargeable Football,Upgrade your routine with the Rechargeable Football — Aurora's answer to performance and style.,Sports & Outdoors,"budget-friendly,fast-shipping,eco-friendly",Aurora,83.57,https://picsum.photos/seed/product319/400/400
320,Vertex Premium Laptop Stand,"This Vertex Laptop Stand offers premium functionality, perfect for electronics enthusiasts looking for quality.",Electronics,"premium-quality,trending",Vertex,159.7,https://picsum.photos/seed/product320/400/400
321,Drift Durable Fantasy Novel,"A best-selling books item, this Drift Fantasy Novel blends durable design with practical features.",Books,"new-arrival,fast-shipping,trending,top-rated",Drift,493.35,https://picsum.photos/seed/product321/400/400
322,Quartz Premium Wrist Watch,Upgrade your routine with the Premium Wrist Watch — Quartz's answer to performance and style.,Fashion,"gift-idea,top-rated,new-arrival,limited-edition",Quartz,748.75,https://picsum.photos/seed/product322/400/400
323,Quartz Premium Vacuum Cleaner,Upgrade your routine with the Premium Vacuum Cleaner — Quartz's answer to performance and style.,Home & Kitchen,"limited-edition,new-arrival,budget-friendly",Quartz,780.1,https://picsum.photos/seed/product323/400/400
324,Apex High-Performance Laptop Stand,"A best-selling electronics item, this Apex Laptop Stand blends high-performance design with practical features.",Electronics,"limited-edition,top-rated,eco-friendly,trending",Apex,133.91,https://picsum.photos/seed/product324/400/400
325,Ember Premium Non-Stick Pan Set,"A best-selling home & kitchen item, this Ember Non-Stick Pan Set blends premium design with practical features.",Home & Kitchen,"premium-quality,trending,eco-friendly",Ember,298.04,https://picsum.photos/seed/product325/400/400
326,Vertex Eco-Friendly Beard Trimmer,"This Vertex Beard Trimmer offers eco-friendly functionality, perfect for beauty & personal care enthusiasts looking for quality.",Beauty & Personal Care,"new-arrival,eco-friendly,top-rated,bestseller",Vertex,893.3,https://picsum.photos/seed/product326/400/400
327,Drift Wireless Hair Dryer,"Experience wireless comfort with the Drift Hair Dryer, engineered for durability and modern living.",Beauty & Personal Care,"limited-edition,gift-idea",Drift,687.7,https://picsum.photos/seed/product327/400/400
328,Fusion Wireless Perfume,"A best-selling beauty & personal care item, this Fusion Perfume blends wireless design with practical features.",Beauty & Personal Care,"trending,top-rated,premium-quality,gift-idea",Fusion,77.2,https://picsum.photos/seed/product328/400/400
329,Crest High-Performance Mechanical Keyboard,"This Crest Mechanical Keyboard offers high-performance functionality, perfect for electronics enthusiasts looking for quality.",Electronics,"limited-edition,budget-friendly,premium-quality,eco-friendly",Crest,527.93,https://picsum.photos/seed/product329/400/400
330,Drift Durable Electric Toothbrush,"This Drift Electric Toothbrush offers durable functionality, perfect for beauty & personal care enthusiasts looking for quality.",Beauty & Personal Care,"premium-quality,top-rated",Drift,203.86,https://picsum.photos/seed/product330/400/400
331,Fusion Professional Mystery Thriller,"This Fusion Mystery Thriller offers professional functionality, perfect for books enthusiasts looking for quality.",Books,"limited-edition,premium-quality,eco-friendly",Fusion,513.86,https://picsum.photos/seed/product331/400/400
332,Sable Rechargeable Cookbook,"The Rechargeable Cookbook from Sable is designed for everyday use, combining reliable performance with a sleek build.",Books,"new-arrival,budget-friendly",Sable,24.48,https://picsum.photos/seed/product332/400/400
333,Fusion Premium Storage Containers,Upgrade your routine with the Premium Storage Containers — Fusion's answer to performance and style.,Home & Kitchen,"eco-friendly,trending",Fusion,151.48,https://picsum.photos/seed/product333/400/400
334,Lumen Ergonomic Denim Jacket,"This Lumen Denim Jacket offers ergonomic functionality, perfect for fashion enthusiasts looking for quality.",Fashion,"limited-edition,eco-friendly",Lumen,56.08,https://picsum.photos/seed/product334/400/400
335,Drift High-Performance Beard Trimmer,"Experience high-performance comfort with the Drift Beard Trimmer, engineered for durability and modern living.",Beauty & Personal Care,"new-arrival,fast-shipping,bestseller",Drift,199.93,https://picsum.photos/seed/product335/400/400
336,Halo Compact Bluetooth Speaker,"A best-selling electronics item, this Halo Bluetooth Speaker blends compact design with practical features.",Electronics,"budget-friendly,bestseller,premium-quality,limited-edition",Halo,315.77,https://picsum.photos/seed/product336/400/400
337,Drift Wireless Mechanical Keyboard,Upgrade your routine with the Wireless Mechanical Keyboard — Drift's answer to performance and style.,Electronics,"gift-idea,top-rated",Drift,89.49,https://picsum.photos/seed/product337/400/400
338,Pulse Ergonomic Smartwatch,"This Pulse Smartwatch offers ergonomic functionality, perfect for electronics enthusiasts looking for quality.",Electronics,"top-rated,eco-friendly",Pulse,580.99,https://picsum.photos/seed/product338/400/400
339,Zenith Smart Hair Dryer,"A best-selling beauty & personal care item, this Zenith Hair Dryer blends smart design with practical features.",Beauty & Personal Care,"fast-shipping,eco-friendly",Zenith,401.68,https://picsum.photos/seed/product339/400/400
340,Lumen High-Performance Sunscreen SPF 50,"Experience high-performance comfort with the Lumen Sunscreen SPF 50, engineered for durability and modern living.",Beauty & Personal Care,"fast-shipping,budget-friendly,gift-idea",Lumen,87.14,https://picsum.photos/seed/product340/400/400
341,Ember Portable Bluetooth Speaker,"A best-selling electronics item, this Ember Bluetooth Speaker blends portable design with practical features.",Electronics,"top-rated,limited-edition,fast-shipping,eco-friendly",Ember,714.05,https://picsum.photos/seed/product341/400/400
342,Lumen Portable Vacuum Cleaner,"Experience portable comfort with the Lumen Vacuum Cleaner, engineered for durability and modern living.",Home & Kitchen,"fast-shipping,trending,bestseller,top-rated",Lumen,763.88,https://picsum.photos/seed/product342/400/400
343,Crest Eco-Friendly Leather Wallet,"A best-selling fashion item, this Crest Leather Wallet blends eco-friendly design with practical features.",Fashion,"top-rated,trending",Crest,585.08,https://picsum.photos/seed/product343/400/400
344,Aurora Portable Storage Containers,"Experience portable comfort with the Aurora Storage Containers, engineered for durability and modern living.",Home & Kitchen,"fast-shipping,new-arrival,bestseller",Aurora,888.32,https://picsum.photos/seed/product344/400/400
345,Aurora Eco-Friendly Cotton T-Shirt,Upgrade your routine with the Eco-Friendly Cotton T-Shirt — Aurora's answer to performance and style.,Fashion,"premium-quality,eco-friendly,budget-friendly",Aurora,859.45,https://picsum.photos/seed/product345/400/400
346,Halo Portable Headphones,"The Portable Headphones from Halo is designed for everyday use, combining reliable performance with a sleek build.",Electronics,"gift-idea,bestseller,premium-quality",Halo,854.32,https://picsum.photos/seed/product346/400/400
347,Vertex Rechargeable Poetry Collection,"A best-selling books item, this Vertex Poetry Collection blends rechargeable design with practical features.",Books,"top-rated,fast-shipping,new-arrival",Vertex,580.07,https://picsum.photos/seed/product347/400/400
348,Orbit Professional Fitness Tracker,"The Professional Fitness Tracker from Orbit is designed for everyday use, combining reliable performance with a sleek build.",Sports & Outdoors,"new-arrival,premium-quality,gift-idea",Orbit,877.13,https://picsum.photos/seed/product348/400/400
349,Pulse Lightweight Cutting Board,"A best-selling home & kitchen item, this Pulse Cutting Board blends lightweight design with practical features.",Home & Kitchen,"new-arrival,trending,top-rated,limited-edition",Pulse,858.54,https://picsum.photos/seed/product349/400/400
350,Apex Portable Air Fryer,Upgrade your routine with the Portable Air Fryer — Apex's answer to performance and style.,Home & Kitchen,"budget-friendly,bestseller",Apex,285.26,https://picsum.photos/seed/product350/400/400
351,Zenith Premium Hair Dryer,"Experience premium comfort with the Zenith Hair Dryer, engineered for durability and modern living.",Beauty & Personal Care,"bestseller,eco-friendly,budget-friendly,premium-quality",Zenith,475.46,https://picsum.photos/seed/product351/400/400
352,Orbit Ergonomic Beard Trimmer,"Experience ergonomic comfort with the Orbit Beard Trimmer, engineered for durability and modern living.",Beauty & Personal Care,"trending,new-arrival,bestseller,eco-friendly",Orbit,728.32,https://picsum.photos/seed/product352/400/400
353,Zenith Professional Wrist Watch,"A best-selling fashion item, this Zenith Wrist Watch blends professional design with practical features.",Fashion,"new-arrival,budget-friendly,premium-quality,trending",Zenith,330.5,https://picsum.photos/seed/product353/400/400
354,Orbit Ergonomic Fantasy Novel,"Experience ergonomic comfort with the Orbit Fantasy Novel, engineered for durability and modern living.",Books,"new-arrival,fast-shipping,gift-idea",Orbit,669.28,https://picsum.photos/seed/product354/400/400
355,Quartz Premium Headphones,"Experience premium comfort with the Quartz Headphones, engineered for durability and modern living.",Electronics,"budget-friendly,limited-edition",Quartz,350.84,https://picsum.photos/seed/product355/400/400
356,Sable Premium Blender,"A best-selling home & kitchen item, this Sable Blender blends premium design with practical features.",Home & Kitchen,"top-rated,gift-idea,limited-edition,new-arrival",Sable,380.46,https://picsum.photos/seed/product356/400/400
357,Vertex Portable Shampoo,"A best-selling beauty & personal care item, this Vertex Shampoo blends portable design with practical features.",Beauty & Personal Care,"new-arrival,premium-quality,bestseller",Vertex,169.61,https://picsum.photos/seed/product357/400/400
358,Aurora Portable Yoga Mat,Upgrade your routine with the Portable Yoga Mat — Aurora's answer to performance and style.,Sports & Outdoors,"trending,limited-edition,new-arrival",Aurora,502.24,https://picsum.photos/seed/product358/400/400
359,Apex Professional Gaming Mouse,"A best-selling electronics item, this Apex Gaming Mouse blends professional design with practical features.",Electronics,"fast-shipping,gift-idea,budget-friendly",Apex,337.75,https://picsum.photos/seed/product359/400/400
360,Drift Smart Mystery Thriller,"Experience smart comfort with the Drift Mystery Thriller, engineered for durability and modern living.",Books,"bestseller,top-rated",Drift,31.27,https://picsum.photos/seed/product360/400/400
361,Lumen High-Performance Resistance Bands,"The High-Performance Resistance Bands from Lumen is designed for everyday use, combining reliable performance with a sleek build.",Sports & Outdoors,"bestseller,top-rated,trending",Lumen,102.5,https://picsum.photos/seed/product361/400/400
362,Aurora Durable Cycling Helmet,"The Durable Cycling Helmet from Aurora is designed for everyday use, combining reliable performance with a sleek build.",Sports & Outdoors,"trending,new-arrival",Aurora,49.06,https://picsum.photos/seed/product362/400/400
363,Aurora High-Performance Cutting Board,"This Aurora Cutting Board offers high-performance functionality, perfect for home & kitchen enthusiasts looking for quality.",Home & Kitchen,"new-arrival,fast-shipping,eco-friendly",Aurora,577.11,https://picsum.photos/seed/product363/400/400
364,Halo Eco-Friendly Self-Help Guide,"The Eco-Friendly Self-Help Guide from Halo is designed for everyday use, combining reliable performance with a sleek build.",Books,"eco-friendly,gift-idea,trending",Halo,242.27,https://picsum.photos/seed/product364/400/400
365,Drift High-Performance Formal Shirt,"This Drift Formal Shirt offers high-performance functionality, perfect for fashion enthusiasts looking for quality.",Fashion,"budget-friendly,trending,gift-idea",Drift,76.46,https://picsum.photos/seed/product365/400/400
366,Ember Eco-Friendly Blender,"The Eco-Friendly Blender from Ember is designed for everyday use, combining reliable performance with a sleek build.",Home & Kitchen,"new-arrival,eco-friendly",Ember,410.1,https://picsum.photos/seed/product366/400/400
367,Zenith Smart Formal Shirt,"This Zenith Formal Shirt offers smart functionality, perfect for fashion enthusiasts looking for quality.",Fashion,"budget-friendly,trending",Zenith,422.37,https://picsum.photos/seed/product367/400/400
368,Orbit Rechargeable Smartwatch,"This Orbit Smartwatch offers rechargeable functionality, perfect for electronics enthusiasts looking for quality.",Electronics,"fast-shipping,bestseller,gift-idea,top-rated",Orbit,772.34,https://picsum.photos/seed/product368/400/400
369,Drift Compact Coffee Maker,"This Drift Coffee Maker offers compact functionality, perfect for home & kitchen enthusiasts looking for quality.",Home & Kitchen,"premium-quality,bestseller,trending",Drift,241.54,https://picsum.photos/seed/product369/400/400
370,Aurora Durable Air Fryer,"A best-selling home & kitchen item, this Aurora Air Fryer blends durable design with practical features.",Home & Kitchen,"premium-quality,gift-idea,new-arrival,fast-shipping",Aurora,100.69,https://picsum.photos/seed/product370/400/400
371,Nova Premium Coffee Maker,"Experience premium comfort with the Nova Coffee Maker, engineered for durability and modern living.",Home & Kitchen,"gift-idea,top-rated",Nova,341.28,https://picsum.photos/seed/product371/400/400
372,Halo Eco-Friendly Electric Toothbrush,"This Halo Electric Toothbrush offers eco-friendly functionality, perfect for beauty & personal care enthusiasts looking for quality.",Beauty & Personal Care,"bestseller,new-arrival",Halo,185.99,https://picsum.photos/seed/product372/400/400
373,Ember Wireless Lip Balm Set,"The Wireless Lip Balm Set from Ember is designed for everyday use, combining reliable performance with a sleek build.",Beauty & Personal Care,"new-arrival,bestseller,budget-friendly",Ember,55.06,https://picsum.photos/seed/product373/400/400
374,Quartz High-Performance Hiking Backpack,Upgrade your routine with the High-Performance Hiking Backpack — Quartz's answer to performance and style.,Sports & Outdoors,"bestseller,top-rated,premium-quality",Quartz,163.79,https://picsum.photos/seed/product374/400/400
375,Vertex Professional Blender,Upgrade your routine with the Professional Blender — Vertex's answer to performance and style.,Home & Kitchen,"bestseller,gift-idea",Vertex,586.07,https://picsum.photos/seed/product375/400/400
376,Sable Smart History Book,Upgrade your routine with the Smart History Book — Sable's answer to performance and style.,Books,"new-arrival,trending",Sable,350.87,https://picsum.photos/seed/product376/400/400
377,Lumen Smart Mystery Thriller,"Experience smart comfort with the Lumen Mystery Thriller, engineered for durability and modern living.",Books,"premium-quality,bestseller,top-rated,budget-friendly",Lumen,644.89,https://picsum.photos/seed/product377/400/400
378,Ember Durable Poetry Collection,"This Ember Poetry Collection offers durable functionality, perfect for books enthusiasts looking for quality.",Books,"premium-quality,limited-edition,top-rated,eco-friendly",Ember,170.03,https://picsum.photos/seed/product378/400/400
379,Apex Premium Hoodie,"This Apex Hoodie offers premium functionality, perfect for fashion enthusiasts looking for quality.",Fashion,"budget-friendly,premium-quality",Apex,328.11,https://picsum.photos/seed/product379/400/400
380,Orbit Portable Cycling Helmet,"Experience portable comfort with the Orbit Cycling Helmet, engineered for durability and modern living.",Sports & Outdoors,"gift-idea,trending,bestseller,top-rated",Orbit,896.78,https://picsum.photos/seed/product380/400/400
381,Quartz Lightweight Toaster,"This Quartz Toaster offers lightweight functionality, perfect for home & kitchen enthusiasts looking for quality.",Home & Kitchen,"eco-friendly,gift-idea",Quartz,537.33,https://picsum.photos/seed/product381/400/400
382,Sable Eco-Friendly Shampoo,"The Eco-Friendly Shampoo from Sable is designed for everyday use, combining reliable performance with a sleek build.",Beauty & Personal Care,"limited-edition,eco-friendly,gift-idea,top-rated",Sable,889.32,https://picsum.photos/seed/product382/400/400
